index	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
8	8	1.4338030114788803e+18	78686688.0	0.0	0.0	0.0	10.0	1.3917176286501356e+18	retweeted	"RT @OnlySteelBook: The Pre-orders of GHOST IN THE SHELL Limited SteelBook® Edition has started! 🇬🇧 Zavvi.

https://t.co/l53Fh39wWL

🎨 Artwo…"	0.0057	0.8491	0.1452
354	351	7.978847866268344e+17	2865914783.0	0.0	0.0	0.0	0.0			"ghost in the shell movie #ghost #in #the #shell #movie #ghostintheshellmovie.

Time Post: Mon Nov 14 02:29:36 ICT … https://t.co/2JyldYq2fj"	0.0178	0.9156	0.0665
557	554	6.667256486777569e+17	12810112.0	1.0	0.0	0.0	0.0			Talking #ghostintheshellmovie tomorrow on #otakumovie ! @FUNimation just released the dub last week in theaters! https://t.co/3EFU4T8Gpx	0.0034	0.6702	0.3263
475	472	7.207901768810537e+17	1576245656.0	0.0	0.0	0.0	9.0	7.207856461141197e+17	retweeted	RT @originalspin: Damn, Hollywood just sent a response to my #GhostInTheShellMovie casting meme. https://t.co/M8ompCrhWr	0.2997	0.5423	0.158
499	496	7.207763668959887e+17	25076630.0	0.0	0.0	0.0	0.0			I will be boycotting #GhostInTheShellMovie because they shouldn't have casted Scarlett Johansson. And I like Scarlett. But CMON! REALLY??	0.9165	0.0757	0.0078
171	171	8.48715323897512e+17	7.848494311410975e+17	2.0	0.0	0.0	1.0			The main takeaway from the #GhostintheShellmovie is that we can't trust future advertisers with gaudy holographic gif technology. #gits	0.5876	0.3617	0.0507
357	354	7.97779568916566e+17	21170733.0	1.0	0.0	0.0	0.0			#ghostintheshellmovie looks promising even though they whitewashed the characters	0.1702	0.4097	0.4201
540	537	7.207388327573135e+17	1112355307.0	0.0	0.0	0.0	0.0			first look at #ghostintheshellmovie... https://t.co/15xsy3aDL1	0.0127	0.9183	0.069
549	546	7.05364904669225e+17	1436905808.0	0.0	0.0	0.0	0.0			#GhostInTheShellMovie  just got a lot more interesting... https://t.co/NLRslfIIjw	0.0015	0.0165	0.9819
491	488	7.20779208188801e+17	531223735.0	0.0	0.0	0.0	0.0			Because ScarJo is, like, SOOOOOO Japanese. #GhostInTheShellMovie #Disappointed #Annoyed #Pissed	0.9287	0.0633	0.008
292	289	8.328795970080645e+17	2968012739.0	0.0	0.0	0.0	1.0	8.32877334252417e+17	retweeted	"RT @marikim7: This look great so far!!!
#Ghostintheshell #Ghostintheshellmovie https://t.co/Ayez6ZsLDu"	0.0016	0.0127	0.9857
522	519	7.207654432045875e+17	306233350.0	2.0	0.0	0.0	0.0			"""That is, unless you're Hollywood."" #GhostInTheShellMovie https://t.co/VgasbxK0Gx"	0.026	0.8626	0.1114
73	73	8.972246221056041e+17	73549393.0	0.0	0.0	0.0	0.0			#ghostintheshellmovie #scarllettjohansson  not a great movie but… https://t.co/1OxYZnpKpe	0.9174	0.0768	0.0059
232	232	8.464158025008906e+17	7.686462342151782e+17	1.0	0.0	0.0	1.0			Final Trailer For GHOST IN THE SHELL - https://t.co/jON6bIfBaw #GhostintheShell #GhostintheShellMovie https://t.co/BZKJQxwNmd	0.0059	0.8826	0.1115
364	361	7.956730590050017e+17	25296840.0	0.0	0.0	0.0	0.0			Ghost In The Shell – Il teaser ‘Tokyo’ annuncia la data del trailer #GhostInTheShellMovie #scarlettjohansson https://t.co/Beup0NJ9fJ	0.0065	0.8923	0.1012
51	51	9.675311108497531e+17	215389669.0	0.0	0.0	0.0	0.0			Three more pieces from Greg Horn and a print from #ghostintheshellmovie. #attackontitan #poisonivy https://t.co/6uP6wX2OXa	0.0073	0.9219	0.0708
194	194	8.478546867115418e+17	2564590158.0	0.0	0.0	0.0	1.0	8.478296418261074e+17	retweeted	RT @Art_Of_One: #Ghostintheshellmovie A movie made from anime so people who doesn't like anime could watch. What could go wrong? https://t.…	0.2846	0.5804	0.135
462	459	7.2090381459379e+17	2820188903.0	0.0	0.0	0.0	2.0	7.20758486959829e+17	retweeted	RT @Cafeaulait0913: Why is #GhostInTheShellMovie being #whitewashed? Come on, there are plenty of non-white actors. #HollywoodSoWhite #HowI…	0.7207	0.267	0.0123
125	125	8.529879329653064e+17	287674763.0	0.0	0.0	0.0	0.0			Go Ghost in the Shell #ghostintheshellmovie	0.0158	0.4015	0.5827
565	562	6.64615697641685e+17	19353949.0	0.0	0.0	0.0	14.0	6.64555863277867e+17	retweeted	RT @SteveTerada: The #ghostintheshellmovie premiere! Support anime in theaters! TY @karriebearr for inviting us! @funimation #otaku https:/…	0.0018	0.0269	0.9713
572	569	6.64613952282878e+17	525645551.0	0.0	0.0	0.0	14.0	6.64555863277867e+17	retweeted	RT @SteveTerada: The #ghostintheshellmovie premiere! Support anime in theaters! TY @karriebearr for inviting us! @funimation #otaku https:/…	0.0018	0.0269	0.9713
1	1	1.5093483680108708e+18	1.284276498589864e+18	1.0	0.0	0.0	0.0			"Ghost in the Shell celebrates its 5th anniversary today.
#ghostintheshell #ghostintheshellmovie #ghostintheshellfilm #ghostintheshellfan
#ghostintheshell2017 #scarlettjohansson #scarlettjohanssonfan  #scarlettjohanssonmovies  #scarlettjohanssonfilm #motokokusanagi https://t.co/EohyFea3nD"	0.0028	0.1908	0.8063
415	412	7.687871791244943e+17	21170733.0	1.0	0.0	0.0	0.0			#ghostintheshellmovie is ruined	0.9245	0.0671	0.0083
609	606	6.56447148091818e+17	353665254.0	0.0	0.0	0.0	0.0			Star Wars isn't the only 2015 SI-FI flick that i'm super excited about!: https://t.co/jey7RCZ5Dv #ghostintheshellmovie @FUNimation #movie	0.0018	0.0117	0.9866
304	301	8.310617510053274e+17	814293211.0	1.0	0.0	0.0	1.0			I'm actually really excited for the #GhostInTheShellMovie I'm a big fan of the anime and very much looking forward to this live action film	0.0019	0.0067	0.9914
276	273	8.396020627237765e+17	58175365.0	0.0	0.0	0.0	0.0			"It is cool. I like it..
#ghostintheshell #ghost #shell #movie #ghostintheshellmovie… https://t.co/t9sbM2q5ru"	0.0027	0.0406	0.9567
345	342	7.979074686806221e+17	7.891104118868541e+17	0.0	0.0	0.0	0.0			"ghost in the shell movie #ghost #in #the #shell #movie #ghostintheshellmovie.

Time Post: Mon Nov 14 03:57:57 ICT … https://t.co/hW959vvEsF"	0.0185	0.9142	0.0673
302	299	8.310890293828649e+17	704265035.0	0.0	0.0	0.0	0.0			https://t.co/JqONbRamKe this movie wil be BIGGEST creation have ever see in the World of #Anime #GhostintheShellMovie	0.0028	0.0249	0.9723
535	532	7.207583659457413e+17	7.15685154413482e+17	0.0	0.0	0.0	0.0			Katherine Hepburn in Dragonseed  #ghostinshell #GhostInTheShellMovie  #anime #movies #film Ghost in the Shell https://t.co/WJK4p5Zvgn	0.0071	0.8729	0.1199
613	610	6.563073576018248e+17	14503788.0	0.0	0.0	0.0	1.0	6.56269582328447e+17	retweeted	"RT @sunsetndustries: ""Ghost in the Shell"" returns to theaters Nov 10th with an all-new movie https://t.co/SIJ5bUqkA5 #anime #ghostintheshel…"	0.0029	0.7174	0.2797
19	19	1.3917190647966474e+18	19626008.0	0.0	0.0	0.0	10.0	1.3917176286501356e+18	retweeted	"RT @OnlySteelBook: The Pre-orders of GHOST IN THE SHELL Limited SteelBook® Edition has started! 🇬🇧 Zavvi.

https://t.co/l53Fh39wWL

🎨 Artwo…"	0.0057	0.8491	0.1452
363	360	7.957520363525857e+17	958390548.0	0.0	0.0	0.0	0.0			"As Benedict Cumberbatch would say:
""AAAAAAH! Fangasm!"" https://t.co/XPArr4PbYZ #GhostInTheShellMovie #CantWait"	0.0053	0.1393	0.8554
477	474	7.207898093802086e+17	50319073.0	0.0	0.0	0.0	2.0	7.207637799825613e+17	retweeted	RT @christashima: #GhostInTheShellMovie director Rupert Sanders and his producers are either absolute sh*theads or racist MF'ers. F*ck #whi…	0.9556	0.0395	0.0049
526	523	7.207637799825613e+17	23373674.0	6.0	0.0	0.0	2.0			#GhostInTheShellMovie director Rupert Sanders and his producers are either absolute sh*theads or racist MF'ers. F*ck #whitewashing	0.9541	0.04	0.0059
562	559	6.646202188205056e+17	26559293.0	0.0	0.0	0.0	14.0	6.64555863277867e+17	retweeted	RT @SteveTerada: The #ghostintheshellmovie premiere! Support anime in theaters! TY @karriebearr for inviting us! @funimation #otaku https:/…	0.0018	0.0269	0.9713
158	158	8.49285404637442e+17	1651774542.0	0.0	0.0	0.0	0.0			About to get some Panda Express and then go to the movies and finally see #GhostinTheShellMovie	0.0033	0.3919	0.6048
273	270	8.405590748822733e+17	1651774542.0	0.0	0.0	0.0	1.0	8.310617510053274e+17	retweeted	RT @Scifislasher: I'm actually really excited for the #GhostInTheShellMovie I'm a big fan of the anime and very much looking forward to thi…	0.0018	0.0061	0.9921
29	29	1.2973715972302848e+18	3323316088.0	0.0	0.0	0.0	0.0			📷 Motoko by @shai.daniel_art 💜 . . Follow @nacion_tic for more digital art . #motokokusanagi #majorkusanagi #ghostintheshell #ghostintheshellcosplay #ghostintheshellmovie #ghostintheshell2017 #ghostintheshellanime #ghostintheshellarise... https://t.co/aAuKGLvch6	0.0038	0.7141	0.2821
47	47	1.0912195074718351e+18	1329812216.0	0.0	0.0	1.0	0.0	1.0912171911925432e+18	replied_to	One last thing #Alita in the same league of bad that was #ghostintheshellmovie . I think they tried but still don't know why they gave the writer of thee worst Terminator movie this material to set on fire.  Sorry my expectations were low and still feel disappointed with the film	0.941	0.0534	0.0056
404	401	7.790231252583956e+17	18468360.0	1.0	0.0	0.0	0.0			@jennhtweet This should have been you, not ScarJo. Harumph. #MotokoKusanagi #GhostInTheShellMovie https://t.co/H26SHzV0Q0	0.6432	0.3333	0.0235
605	602	6.582671536831037e+17	615234213.0	0.0	0.0	0.0	0.0			https://t.co/N59Xjw0yVo  Anime does NOT TRANSLATE INTO LIVE ACTION #whenwilltheylearn #Anime #GhostintheShellMovie	0.8192	0.1715	0.0093
476	473	7.207901288058143e+17	50319073.0	0.0	0.0	0.0	4.0	7.207186895452447e+17	retweeted	RT @Krosecz: Producers ACTUALLY believe you won't go see a movie if it has a non-white star. That's a real belief they hold. #GhostInTheShe…	0.6899	0.2881	0.0221
538	535	7.20755026558337e+17	361625648.0	0.0	0.0	0.0	0.0			Holy shit! #GhostInTheShellMovie ?! Coming in 2017?! #ScarlettJohansson is in the cast?! OH MY GOD! #ScarlettJohansson is #KusanagiMotoko ?🙌	0.0026	0.0291	0.9683
584	581	6.643490165247672e+17	2460142245.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
153	153	8.49469594196693e+17	16022621.0	0.0	0.0	0.0	0.0			another epic fail 😆😆😆 #remakefail #ghostintheshellmovie   https://t.co/JeLP5kRGJM	0.9047	0.0781	0.0172
471	468	7.207980616146412e+17	874261093.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
442	439	7.214998412059607e+17	4827541904.0	0.0	0.0	0.0	0.0			Paramount Pictures spends thousands of dollars to make people look asian in new GITS movie? GTFO. #ghostintheshellmovie	0.9102	0.0827	0.0071
412	409	7.739573713747558e+17	894274440.0	1.0	0.0	0.0	0.0			"How to make Scarlett Johansson ""more Asian:"" https://t.co/sClWCanBzX #Asian #ScarlettJohansson #ghostintheshellmovie #RocketJump #cyborg #US"	0.0122	0.7606	0.2273
325	322	8.056270614151496e+17	15973377.0	0.0	0.0	0.0	0.0			I am counting down to #GhostInTheShellMovie using Movie Hype for iPhone. (w/ 295 others) @flickdirect https://t.co/1aNuPPRYm5	0.0022	0.3451	0.6527
321	318	8.131681084038267e+17	318175246.0	0.0	0.0	1.0	0.0			@MangaUK Getting ready to binge watch before #GhostInTheShellMovie next year from @ParamountPics https://t.co/CQSt3m9UaQ	0.0028	0.4555	0.5417
118	118	8.569971437935534e+17	89374147.0	1.0	0.0	0.0	0.0			Finally saw @GhostInShell . Loved it. Didn't mind the changes. They honored the original. Gotta see it again. 👌🏽 #GhostInTheShellMovie	0.0043	0.0136	0.9821
561	558	6.646293661403259e+17	272725471.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
5	5	1.451928494271783e+18	1376184096.0	0.0	0.0	0.0	0.0			onlyviniciusGhost in the shell~#GhostInTheShell #ghostintheshell #ghostintheshell1995 #ghostintheshelledit #ghostintheshellmovie #ghostintheshellanime #ghostintheshelltattoo https://t.co/X0EcFH28sF https://t.co/KrFd6Ql6ln	0.0205	0.8264	0.1531
400	397	7.790255252054139e+17	191561031.0	10.0	2.0	0.0	5.0			"'@Scarlett_Jo''s Major Takes Aim In Two More Teasers For #ghostintheshellmovie 
https://t.co/4Dh0Spkt7E https://t.co/bcTMigglCz"	0.0089	0.8515	0.1396
351	348	7.978941689367839e+17	2865914783.0	0.0	0.0	0.0	0.0			"ghost in the shell movie #ghost #in #the #shell #movie #ghostintheshellmovie.

Time Post: Mon Nov 14 02:58:24 ICT … https://t.co/rHT2VNQKIN"	0.0182	0.9154	0.0664
628	625	5.5221102708629914e+17	15996836.0	0.0	0.0	0.0	0.0			Where's @angryasianman commentary when u need it? #GhostInTheShellmovie	0.2709	0.6412	0.0879
270	267	8.413037062682296e+17	847877522.0	0.0	0.0	0.0	1.0			"This is a brilliant design, and image.
#ghostintheshell #ghostintheshellmovie #gits… https://t.co/uWwFHIYORh"	0.0036	0.0245	0.972
383	380	7.790438018894725e+17	281796930.0	0.0	0.0	0.0	0.0			#GhostintheShell review. #ghostintheshellmovie  https://t.co/gSaoIjTLSl	0.0113	0.8779	0.1108
133	133	8.520998694267126e+17	24000511.0	0.0	0.0	0.0	1.0			"""They did not save your life; they stole it."" #ghostintheshell #ghostintheshellmovie #pop #pops… https://t.co/rH1dvo3zu3"	0.6872	0.2951	0.0177
332	329	7.985427410221425e+17	207496365.0	0.0	0.0	0.0	0.0			#GhostInTheShellMovie now has a trailer : https://t.co/C1bs649sao	0.0032	0.5402	0.4566
64	64	9.360309365458412e+17	269178466.0	0.0	0.0	0.0	0.0			Today I did the background!! #artforlife #animeforever #ghostintheshellmovie https://t.co/FEvPs1h0m5	0.0026	0.2414	0.756
501	498	7.207730414547149e+17	273657605.0	0.0	0.0	0.0	0.0			My reaction to #GhostintheShellMovie with fucking Scarjo! FUCKING RESPECT THE GODDAMN SOURCE MATERIAL! https://t.co/OLjd7vUk5H	0.8916	0.081	0.0274
38	38	1.180977707242279e+18	3042566237.0	0.0	0.0	0.0	0.0			SOLD!!! GONE. Alright, Alright, Alright! Just managed to sell these babies on #shpock and #facebookselling and This includes a very cool looking #miniposter of #ghostintheshellmovie based on the same #anime… https://t.co/1q2XFIxLnL	0.0021	0.0567	0.9412
40	40	1.1776655077906432e+18	3181021388.0	5.0	0.0	0.0	0.0			One week until my first set shot as an official SG hits member review! So very stoked to show it to you all! It’s #ghostintheshell themed and shot by photosbyleemalee  @suicidegirls #ghostintheshellmovie… https://t.co/S8BXmvKOVR	0.0011	0.0204	0.9785
212	212	8.473321875819889e+17	42832586.0	0.0	0.0	0.0	0.0			Whats with the major's walk swagger? In the movie? #ghostintheshellmovie	0.458	0.5243	0.0177
20	20	1.3917183640751063e+18	2543005417.0	0.0	0.0	0.0	10.0	1.3917176286501356e+18	retweeted	"RT @OnlySteelBook: The Pre-orders of GHOST IN THE SHELL Limited SteelBook® Edition has started! 🇬🇧 Zavvi.

https://t.co/l53Fh39wWL

🎨 Artwo…"	0.0057	0.8491	0.1452
11	11	1.4335318362867302e+18	1.1128756611385795e+18	0.0	0.0	0.0	0.0			"What's #Best today on https://t.co/G6lwXJOyBW ?
Ghost In The Shell (1995 Movie) Official Imax Trailer - Mamoru Oshii Masamune Shirow
https://t.co/cNJWO08Cl9
#movies #ghostintheshellmovie https://t.co/3tvbyeM9M9"	0.0033	0.2828	0.7139
119	119	8.553371217536082e+17	723332268.0	0.0	0.0	0.0	0.0			Middle East screening of #GhostInTheShellMovie shows 'blackened version of Major's skin armor… https://t.co/8lPH6fnBGv	0.0338	0.942	0.0242
154	154	8.493550635460076e+17	160884293.0	0.0	0.0	1.0	0.0			Currently watching #ghostintheshellmovie it's pretty shitty already. no amount of beat takeshi can make this good might just give up	0.9567	0.0375	0.0058
529	526	7.207610006354207e+17	14278608.0	63.0	0.0	1.0	45.0			Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0516	0.751	0.1973
372	369	7.799703994759332e+17	42578255.0	0.0	0.0	0.0	0.0			The 10 second teasers were absolutely gorgeous. #GhostInTheShellMovie	0.0029	0.0104	0.9867
289	286	8.337173669409587e+17	4745856172.0	0.0	0.0	0.0	0.0			So many controversy over the #ghostintheshellmovie. So I decided to #sketch #motokokusanagi in… https://t.co/zHwj0Yyv0l	0.3095	0.6627	0.0278
314	311	8.247036348606054e+17	1515510390.0	0.0	0.0	0.0	2.0	8.247032143354921e+17	retweeted	RT @Screencrawler: New interesting #ghostintheshellmovie tv spot lands. Check it out here https://t.co/1MykUHQwjZ #ScarlettJohansson #anime…	0.0025	0.3351	0.6624
419	416	7.358053746960179e+17	452114759.0	1.0	0.0	0.0	0.0			Ghost In The Shell Movie #Ghostintheshell #ghostintheshellmovie  - https://t.co/nobLMyWfBq	0.0101	0.8369	0.153
429	426	7.25892137187967e+17	3227744970.0	1.0	0.0	0.0	0.0			The response is not unexpected but I still feel a Japanese actress is more appropriate. #ghostintheshellmovie  https://t.co/KUzyWLdjNY	0.1434	0.6776	0.179
4	4	1.4625744597101076e+18	1.284276498589864e+18	2.0	0.0	0.0	1.0			"Happy 37th birthday to Scarlett Johansson
#happybirthday #scarlettjohansson #marvelblackwidow #lucy2014 #lucymovie #ghostintheshell2017 #ghostintheshellmovie #thejunglebook2016 #disneythejunglebook #singmovie #singash #sing2016 #sing2021 #singfilm #theisland2005 #theislandmovie https://t.co/AGn21Tz8I8"	0.0019	0.0372	0.9609
211	211	8.473804160382239e+17	36049433.0	0.0	0.0	0.0	0.0			What a sigh of relief! Movie reviews are mostly positive! #GhostInTheShellMovie is actually good! Can't wait to see it this weekend! 😭❤	0.0028	0.0071	0.99
227	227	8.465493974374973e+17	14201787.0	2.0	0.0	0.0	3.0			"Ghost in the Shell - trailer -&gt; https://t.co/bE5tA1nsuo

#GhostInTheShell #GhostInTheShellMovie https://t.co/7oa4mZuD2f"	0.0049	0.7984	0.1967
244	244	8.441907382042337e+17	7.514852024180367e+17	0.0	0.0	0.0	3.0	8.44188855393751e+17	retweeted	RT @TheSplashReport: New GHOST IN THE SHELL Film Clip - https://t.co/urHMcpSEVC #GhostintheShellMovie #GhostintheShell https://t.co/tAqjyC4…	0.0056	0.9213	0.0731
333	330	7.980106384715653e+17	615530693.0	1.0	0.0	1.0	0.0	7.979432723037757e+17	replied_to	@shdwpny yeah same here but I am looking forward to seeing it the theater with my dad, we're both big fans of GitS. #GhostInTheShellMovie	0.0016	0.0214	0.977
181	181	8.482587852987269e+17	7.829466098396365e+17	0.0	0.0	0.0	0.0			Wasn't gonna post but my #AvakinLife #ScarlettJohansson 😂 #GhostInTheShell #Ghostintheshellmovie… https://t.co/kWcdSzxvQJ	0.0617	0.6768	0.2615
105	105	8.812812776300544e+17	870200803.0	1.0	0.0	0.0	0.0			Reality of why we need #diversity! #parents #mom #kids #asian #ghostintheshellmovie #animenorth #equality #dreams https://t.co/vWW82Khh7p	0.0181	0.4165	0.5654
484	481	7.207814230960333e+17	112501769.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
568	565	6.646143819430666e+17	63402925.0	1.0	0.0	1.0	0.0			Awwww yeah! #GhostInTheShellMovie https://t.co/Y79xcjuaFa	0.0015	0.019	0.9794
453	450	7.209851744443556e+17	374330230.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
611	608	6.563219657041551e+17	223941828.0	0.0	0.0	0.0	0.0			The new #ghostintheshellmovie trailer looks cool. Looking forward to it! #anime #manga https://t.co/o59SNzXfHi	0.0015	0.0093	0.9892
394	391	7.790297619851223e+17	3885180985.0	2.0	0.0	0.0	1.0			Found in #Mosaiscope; '#ghostintheshellmovie' teasers; Video at @engadget: https://t.co/RAMFtBqJNZ	0.0128	0.9454	0.0418
507	504	7.207690977646305e+17	3092459423.0	1.0	0.0	0.0	0.0	7.206676555903836e+17	quoted	Hahahahaha! :D That's #Hollywood's #whitewash casting of #GhostintheShell in a nutshell. #GhostintheShellMovie #GitS https://t.co/2Hi1LX2jes	0.004	0.066	0.9301
3	3	1.46257587086293e+18	1.230928798981423e+18	0.0	0.0	0.0	1.0	1.4625744597101076e+18	retweeted	"RT @EigafanL: Happy 37th birthday to Scarlett Johansson
#happybirthday #scarlettjohansson #marvelblackwidow #lucy2014 #lucymovie #ghostinth…"	0.0015	0.0278	0.9706
374	371	7.799675073397596e+17	42578255.0	1.0	0.0	0.0	0.0			#GhostInTheShellMovie looks true to the source material but casting a white lead instead of an Asian one makes me hesitant to go see it...	0.8389	0.1533	0.0078
392	389	7.790323061030994e+17	406781135.0	0.0	0.0	1.0	0.0			#ghostintheshellmovie hope the stay true to the OST. It was so great. If there's any dubstep or subdrops I'm out! https://t.co/vtIobbHPbY	0.0094	0.0407	0.95
50	50	9.742795292619284e+17	1647982472.0	0.0	0.0	0.0	0.0			I've got this on Blu-ray, I love this movie. #GhostInTheShell #GhostInTheShellMovie   https://t.co/aTv5aAHYmx via @YouTube	0.002	0.0136	0.9843
542	539	7.207186895452447e+17	15819593.0	10.0	0.0	1.0	4.0			Producers ACTUALLY believe you won't go see a movie if it has a non-white star. That's a real belief they hold. #GhostInTheShellMovie	0.7576	0.2225	0.0199
124	124	8.5305704034372e+17	233053911.0	2.0	0.0	0.0	0.0			#GhostInTheShellMovie was pretty awesome!	0.0024	0.0115	0.9861
107	107	8.76177664205357e+17	2378844505.0	0.0	0.0	0.0	1.0			Reality of why we need #diversity! #parents #mom #kids #asian #ghostintheshellmovie #animenorth #equality #dreams https://t.co/rVkJ2xDlsX	0.0181	0.4165	0.5654
487	484	7.207800962488156e+17	767426532.0	0.0	0.0	0.0	0.0			Lots of successful movies cast unknowns. Casting ScarJo in #GhostInTheShellMovie totally unnecessary	0.4893	0.4151	0.0956
164	164	8.489415959321887e+17	161786637.0	0.0	0.0	1.0	0.0			"Soo its #cinemamonday !
And after watching the #ghostintheshellmovie i can assure you now you won't be... https://t.co/R0rZBsi2yX"	0.1833	0.4391	0.3777
128	128	8.52272470958547e+17	316189385.0	0.0	0.0	0.0	0.0			Feel like @kazuaki_kiriya would have done better with the #ghostintheshellmovie.	0.6685	0.304	0.0275
410	407	7.787937520391332e+17	168174632.0	11.0	0.0	2.0	0.0	7.787933281669612e+17	replied_to	@GhostInShell this movie looks like utter shit. You've ruined Motoko's persona. Duck this movie. #ghostintheshellmovie	0.9605	0.034	0.0054
272	269	8.405590893442253e+17	1651774542.0	0.0	0.0	0.0	1.0	8.315784606697513e+17	retweeted	RT @boobie1010: I got real excited when I seen this at the movies cause now I know it's official can't wait 😊 #GhostInTheShellMovie https:/…	0.0016	0.0093	0.9891
15	15	1.3918119069194404e+18	1.2860551257532457e+18	0.0	0.0	0.0	10.0	1.3917176286501356e+18	retweeted	"RT @OnlySteelBook: The Pre-orders of GHOST IN THE SHELL Limited SteelBook® Edition has started! 🇬🇧 Zavvi.

https://t.co/l53Fh39wWL

🎨 Artwo…"	0.0057	0.8491	0.1452
228	228	8.464834779818066e+17	1947497065.0	0.0	0.0	0.0	1.0	8.421025611926569e+17	retweeted	RT @Stevenprr2Pryor: Honestly, guys. #IAmMajor #GhostInTheShellMovie https://t.co/Iawrtqvv2E	0.0215	0.633	0.3455
360	357	7.977595699926958e+17	78686688.0	0.0	0.0	0.0	0.0			"They have the official trailer and it doesn't look bad. 
#ghostintheshell #ghostintheshellmovie #anime #manga #movie #new #scarlettjohansson https://t.co/X7JlkJ8xMg"	0.0163	0.2139	0.7698
223	223	8.46695816609837e+17	124040168.0	0.0	0.0	0.0	3.0	8.465493974374973e+17	retweeted	"RT @teasertrailer: Ghost in the Shell - trailer -&gt; https://t.co/bE5tA1nsuo

#GhostInTheShell #GhostInTheShellMovie https://t.co/7oa4mZuD2f"	0.0038	0.8782	0.118
250	250	8.431717701442437e+17	7.961961432395489e+17	0.0	0.0	0.0	0.0			"Channeling The Major from ""Ghost In The Shell"" @GhostInShell 
#bee_k #scarlettejohansson #themajor #ghostintheshelll #ghostintheshellmovie https://t.co/WozjJ0puso"	0.01	0.9278	0.0622
597	594	6.642879535442821e+17	942915294.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
148	148	8.497486868967588e+17	425866970.0	1.0	0.0	0.0	0.0			Oh my fff... #ghostintheshellmovie ❤️	0.0057	0.0244	0.9699
510	507	7.207688151901716e+17	19408040.0	0.0	0.0	0.0	0.0			As long as that #GhostInTheShellMovie is good I have no issue	0.0087	0.0875	0.9038
467	464	7.208209942779126e+17	1606319082.0	0.0	0.0	0.0	2.0	7.2075877249536e+17	retweeted	RT @Vechs: Pilou Asbaek is spot on for Batou, can see those grey cybernetic eyes on him.  https://t.co/q3yn9gzS3h #GhostInTheShellMovie	0.0277	0.3383	0.634
296	293	8.315903878149161e+17	35823089.0	0.0	0.0	0.0	0.0			"This is one movie I don't mind giving a miss... #GhostInTheShellMovie 
https://t.co/10jxIHbaMy https://t.co/t97tDaQFFY"	0.0061	0.0571	0.9368
81	81	8.92879581622829e+17	16393905.0	0.0	0.0	0.0	2.0	8.928773431354819e+17	retweeted	RT @HomeMediaMag: #GhostintheShellMovie sets a mark for first-week 4K Ultra HD Blu-ray sales @ParamountMovies https://t.co/fCfUIsnFDv	0.0026	0.442	0.5555
147	147	8.498234176459039e+17	95717894.0	1.0	0.0	0.0	0.0			"#GhostintheShellMovie

Read full article.

https://t.co/TqgTUM6bxL https://t.co/1PpPHlInyn"	0.0166	0.853	0.1304
127	127	8.527263332349788e+17	517594937.0	3.0	0.0	0.0	1.0			"📽🎥🎞 I saw Ghost in the Shell.
#ghostintheshell #ghostintheshellmovie #ghostintheshellcosplay… https://t.co/UY7quz4EPf"	0.0065	0.7356	0.2578
547	544	7.205991549138534e+17	21170733.0	0.0	0.0	0.0	0.0			Let the talking begin #gits #ghostintheshell #ghostintheshellmovie https://t.co/rUcJWoIIfH	0.0275	0.8425	0.13
25	25	1.3303316681173852e+18	1.130623496579625e+18	2.0	0.0	0.0	1.0			"Happy birthday to Scarlett Johansson 🎉 

#ScarlettJohansson #HappyBirthdayScarletJohansson #BlackWidow #TheAvengers #AvengersEndgame #CaptainAmericaTheWinterSoldier #MarriageStory #JoJoRabbit #LostInTranslation #ThePrestige #LucyMovie #GhostInTheShellMovie https://t.co/kg7D7VsnXx"	0.0017	0.0246	0.9737
