,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text
0,0,0,1002333597469216771,992196196474204160,1,0,1,0,,,Two new ideos up of my witcher  walkthrough - check them out! #walkthrough #thewitcher #thewitcher2 #Youtube #gaming #gamer #follow4follow #sub4sub  https://t.co/0nWNocDJ4P
1,1,1,1002326253536497664,998098497911091200,0,0,0,1,1.0023247283617423e+18,retweeted,"RT @kaiiraii_: Streaming #witcher3 🔴LIVE🔴 right now! Come join me in staring at beautiful Geralt 😍! 🦄✨💕

https://t.co/xOeFZmYg6w

#twitchki…"
2,2,2,1002324728361742336,869062871677894657,3,0,0,1,,,"Streaming #witcher3 🔴LIVE🔴 right now! Come join me in staring at beautiful Geralt 😍! 🦄✨💕

https://t.co/xOeFZmYg6w

#twitchkittens #twitchstreamer #beautygamers #ps4 #streamer #smallstreamer #twitch #witcher #girlgamer #fallout #girlstreamers #thewitcher https://t.co/dyK0jgAaB5"
3,3,3,1002322414146129922,817202535341625345,0,0,0,205,9.626736797411288e+17,retweeted,"RT @kooks000: Anathema.

#TheWitcher https://t.co/p6e7xVpfwu"
4,4,4,1002320144087937024,975532186748141568,2,0,0,1,1.002248025379504e+18,quoted,"We've still got 2 hours of voting left, guys! What do you want to see me play tonight for #AnyGameCanHappenThursday? Click the tweet below to vote! #Vermintide2 #AliceMadness #Overwatch #TheWitcher #HypeSquad #TwitchStreamers #TwitchAffiliate #SupportSmallStreamers #SmallStreamer https://t.co/XEDIz8cIAf"
5,5,5,1002304206408216576,633735002,7,0,0,0,,,My pet fire Calcifer says “Hi!” xD ... it makes playing #TheWitcher a much more immersive experience XD https://t.co/N65hYgCys6
6,6,6,1002280564232282112,905904602209558528,0,0,0,0,,,"LIVE NOW with #TheWitcher a great game, a great series and a great Geralt

https://t.co/xhH7au9V3T 

@NerdNationHQ #NerdNation #LadyNerd"
7,7,7,1002280302486548480,997513847287132161,0,0,0,5,1.0021135976931942e+18,retweeted,RT @michaeldenicola: I sketched this dude cause @torianne00 said so. tomorrow I'll be back at it doing more superhero traditional drawings.…
8,8,8,1002267810826014721,929417021137326081,0,0,0,0,,,"Riding #Yennefer - https://t.co/zcszbw7gMG
#Bruhsfm #TheWitcher https://t.co/q3qjrY5Rz6"
9,9,9,1002248025379504128,975532186748141568,2,1,0,0,,,"It's #AnyGameCanHappenThursday, guys! I totally forgot! What should I play for you guys tonight?#Vermintide2 #AliceMadness #Overwatch #TheWitcher #HypeSquad #TwitchStreamers #TwitchKittens #TwitchAffiliate #SupportSmallStreamers #SupportAllStreamers #SmallStreamer"
10,10,10,1002240134048288768,860858220075679744,3,0,0,0,,,"Cosplay&amp;Editing: me
Picture: @AkiraMiclast 
#ciri #ciricosplay #cosplay #witcher #witcher3 #thewitcher #thewitcher3 https://t.co/cZDGjJXvjB"
11,11,11,1002239085388423168,3340879755,0,0,0,1,1.00223805131196e+18,retweeted,RT @trashpurrincess: quick paint of a ciri #thewitcher #TheWitcher3 https://t.co/yksVy1YMRv
12,12,12,1002238051311960065,718322293567528961,2,0,1,1,,,quick paint of a ciri #thewitcher #TheWitcher3 https://t.co/yksVy1YMRv
13,13,13,1002229684950663169,23204699,0,0,0,0,,,"@orbitbooks I mean, if you do put out the rest of The Witcher series out in hard cover, I promise to buy each one.  #witcher #thewitcher #books #fantasy #orbit"
14,14,14,1002228923969785859,905904602209558528,5,0,1,0,,,"Had a great #Destiny2 stream! Loving this game on pc! Getting food and then a bubble bath! Tonight is #TheWitcher again! Another game I am LOVING
We passed the love to @nahaldnin whose playing #StardewValley go show her some #nerdlove
https://t.co/8QMj197J2d https://t.co/x8KY5MEKC7"
15,15,15,1002224307194363906,857019003826348032,0,0,0,1,1.0022238970334944e+18,retweeted,"RT @Meerkat_Queen: Live with #TheWitcher 3 and discussing #Fallout76 at https://t.co/OKaJ3uNWZT!
#twitch #supportsmallstreamers #wiedzmin"
16,16,16,1002223897033494528,883777761093013504,2,0,0,1,,,"Live with #TheWitcher 3 and discussing #Fallout76 at https://t.co/OKaJ3uNWZT!
#twitch #supportsmallstreamers #wiedzmin"
17,17,17,1002213361776447488,2685012720,0,0,0,23,1.0017717710858854e+18,retweeted,"RT @MilliganVick: Lara Dorren 🍃
Our vision of Lara with Torie as model
photo, make-up by me
🍃
#thewitchercosplay #laradorren #gwent #thewit…"
18,18,18,1002211664106872833,1554125281,1,0,0,0,,,Accurate. #TheWitcher https://t.co/OH0oIjXudN
19,19,19,1002208346181722113,262243594,1,0,0,0,9.608985392775823e+17,quoted,Started Baptism of Fire &amp; took a break to go wandering on twitter to see which name Dandelion will have in the TV series. This looks very promising!.... #thewitcher https://t.co/2xVsKTIddr
20,20,20,1002208125129187328,992196196474204160,1,0,1,0,,,Another video up of my Witcher 2 walkthrough #walkthrough #thewitcher #thewitcher2 #youtube #gaming #gamer #follow4follow #sub4sub https://t.co/cxIl9Ofemj
21,21,21,1002200917490495488,204827844,1,0,0,0,,,Un Jour Un Screen - The Witcher 3 Jour 10 @witchergame #TheWitcher #TheWitcher3 https://t.co/zW79gcSInw
22,22,22,1002184230514970624,431157550,0,0,0,5,1.002176844131586e+18,retweeted,"RT @ShareMyCosplay: #Cosplayer @enyu_cosplay with an awesome shot of her #Ciri. #cosplay #videogames #TheWitcher #cdprojektred

Photo by @n…"
23,23,23,1002182562003988486,2471498735,0,0,0,5,1.002176844131586e+18,retweeted,"RT @ShareMyCosplay: #Cosplayer @enyu_cosplay with an awesome shot of her #Ciri. #cosplay #videogames #TheWitcher #cdprojektred

Photo by @n…"
24,24,24,1002181765262278656,14819429,0,0,0,5,1.002176844131586e+18,retweeted,"RT @ShareMyCosplay: #Cosplayer @enyu_cosplay with an awesome shot of her #Ciri. #cosplay #videogames #TheWitcher #cdprojektred

Photo by @n…"
25,25,25,1002178822479937536,1463209416,0,0,0,5,1.002176844131586e+18,retweeted,"RT @ShareMyCosplay: #Cosplayer @enyu_cosplay with an awesome shot of her #Ciri. #cosplay #videogames #TheWitcher #cdprojektred

Photo by @n…"
26,26,26,1002176844131586049,370364820,25,0,0,5,,,"#Cosplayer @enyu_cosplay with an awesome shot of her #Ciri. #cosplay #videogames #TheWitcher #cdprojektred

Photo by @nikwithacam 
Costume &amp;edit by me •  #ciricosplay #thewitcher3 #cirilla #witchercosplay #cdpred #fb #tb

Visit https://t.co/AFMrtOLzTn… https://t.co/eBiYW25yod https://t.co/ZVTDcdWrU1"
27,27,27,1002167246884614145,854059441213366272,0,0,0,0,,,Got to meet @dougcockle at @MomoCon. He was amazing! #dougcockle #voiceactor #TheWitcher #thewitchercosplay #thewitcher3wildhunt #cdprojektredcosplay #CDprojekt #CDprojektRED #cosplay #cosplayer #coplsyerguy #atlanta #atlantacosplayer #atlantacosplay https://t.co/83tPfM1Qrx
28,28,28,1002160362165276673,928944701109096448,0,0,0,23,1.0017717710858854e+18,retweeted,"RT @MilliganVick: Lara Dorren 🍃
Our vision of Lara with Torie as model
photo, make-up by me
🍃
#thewitchercosplay #laradorren #gwent #thewit…"
29,29,29,1002141422131302401,17547306,0,0,0,23,1.0017717710858854e+18,retweeted,"RT @MilliganVick: Lara Dorren 🍃
Our vision of Lara with Torie as model
photo, make-up by me
🍃
#thewitchercosplay #laradorren #gwent #thewit…"
30,30,30,1002141099446718464,950225690,0,0,0,23,1.0017717710858854e+18,retweeted,"RT @MilliganVick: Lara Dorren 🍃
Our vision of Lara with Torie as model
photo, make-up by me
🍃
#thewitchercosplay #laradorren #gwent #thewit…"
31,31,31,1002140796123078656,740592716644487168,0,0,0,23,1.0017717710858854e+18,retweeted,"RT @MilliganVick: Lara Dorren 🍃
Our vision of Lara with Torie as model
photo, make-up by me
🍃
#thewitchercosplay #laradorren #gwent #thewit…"
32,32,32,1002140635036553216,859007201167507456,0,0,0,23,1.0017717710858854e+18,retweeted,"RT @MilliganVick: Lara Dorren 🍃
Our vision of Lara with Torie as model
photo, make-up by me
🍃
#thewitchercosplay #laradorren #gwent #thewit…"
