Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
519,12,520,1495417868397453313,0,0,0,14929,1.5745214646649528e+18,retweeted,RT @TanyaLehoux: Ariel sketches 🧜‍♀️ #TheLittleMermaid https://t.co/0sbTRBbgLX,neutral,1,520,2022-11-07T18:13:59.369444Z,2022-11-07T18:13:59.369476Z,1.737
518,11,519,857386070522159104,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,519,2022-11-07T18:13:57.353741Z,2022-11-07T18:13:57.353773Z,0.8
517,10,518,2272998002,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,518,2022-11-07T18:13:56.270749Z,2022-11-07T18:13:56.270802Z,1.505
516,9,517,878656200941940738,0,0,0,5377,1.575186573154361e+18,retweeted,RT @TanyaLehoux: Ariel sketches part 2! #TheLittleMermaid https://t.co/8GcbZws07e,neutral,1,517,2022-11-07T18:13:54.481298Z,2022-11-07T18:13:54.481330Z,1.686
515,8,516,1253141152666054656,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,516,2022-11-07T18:13:52.513246Z,2022-11-07T18:13:52.513278Z,0.534
514,7,515,1313291408896397312,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,515,2022-11-07T18:13:51.694060Z,2022-11-07T18:13:51.694165Z,0.667
513,6,514,1012449474520612864,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,514,2022-11-07T18:13:50.747512Z,2022-11-07T18:13:50.747545Z,0.903
512,5,513,1528421433906429956,0,0,0,163,1.5711033561056543e+18,retweeted,"RT @RuiiPlume: 🎵Out of the sea 🎵
🎵Wish i could be 🎵
🎵Part of that world 🎵🌊
#Disney #TheLittleMermaid #HalleBailey https://t.co/4eFTyZyQ5P",positive,1,513,2022-11-07T18:13:49.560604Z,2022-11-07T18:13:49.560707Z,1.202
511,4,512,979356528380645376,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,512,2022-11-07T18:13:48.089186Z,2022-11-07T18:13:48.089332Z,0.532
510,3,511,3439333193,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,511,2022-11-07T18:13:47.282671Z,2022-11-07T18:13:47.282705Z,0.54
509,2,510,1194063602212200448,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,510,2022-11-07T18:13:46.480397Z,2022-11-07T18:13:46.480429Z,0.566
508,1,509,1264652451644391426,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,509,2022-11-07T18:13:45.640460Z,2022-11-07T18:13:45.640492Z,0.81
507,0,508,1280312466501599232,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,positive,1,508,2022-11-07T18:13:44.535810Z,2022-11-07T18:13:44.535992Z,1.579
506,12,507,1133888767054483456,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",neutral,1,507,2022-11-07T18:13:42.472190Z,2022-11-07T18:13:42.472226Z,0.601
505,11,506,1107642113905315840,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",neutral,1,506,2022-11-07T18:13:41.590216Z,2022-11-07T18:13:41.590248Z,1.131
