Unnamed: 0,Unnamed: 0.1,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
412,3,413,52445607.0,0.0,0.0,0.0,0.0,,,"RT @LostinthePlex: @lostintheplex is giving away #Inception. Follow and RT to win! http://tinyurl.com/39qxmab for reviews, gossip&comps...",neutral,1,415,2022-11-09T21:54:07.634605Z,2022-11-09T22:01:09.502406Z,5.731
6,6,7,20652138.0,0.0,0.0,0.0,0.0,,,"Yes please! http://bit.ly/1axrzQ
 #inception",neutral,1,9,2022-11-09T21:01:30.413568Z,2022-11-09T22:00:41.883784Z,60.051
480,35,481,8715542.0,0.0,0.0,0.0,0.0,,,The use of repetition of words and phrases in #INCEPTION is so wonderful.,neutral,1,483,2022-11-09T21:59:30.598617Z,2022-11-09T21:59:30.598800Z,2.219
479,34,480,22501424.0,0.0,0.0,0.0,0.0,,,Bout to watch #inception,neutral,1,482,2022-11-09T21:59:27.850982Z,2022-11-09T21:59:27.851030Z,1.983
478,33,479,124645148.0,0.0,0.0,0.0,0.0,,,Crazy dream has had me thinking all morning. #inception?,neutral,1,481,2022-11-09T21:59:25.335564Z,2022-11-09T21:59:25.335678Z,2.242
477,32,478,21915517.0,0.0,0.0,0.0,0.0,,,Plan A (pizza and #inception) is done. Now time for plan B #rummikub #fb - http://moby.to/6ronpn,neutral,1,480,2022-11-09T21:59:22.502149Z,2022-11-09T21:59:22.502208Z,1.669
476,31,477,49323571.0,0.0,0.0,0.0,0.0,,,Lol same here XD RT “@HaifaAlAlSheikh: Last time I showered was last year. For real. #inception”,neutral,1,479,2022-11-09T21:59:20.174634Z,2022-11-09T21:59:20.174684Z,4.067
475,30,476,17940010.0,0.0,0.0,0.0,0.0,,,Just watched #Inception again. What a fecking awesome film film of the year (decade?) contender for sure my '10 in film blog needs editing.,positive,1,478,2022-11-09T21:59:15.555782Z,2022-11-09T21:59:15.555823Z,2.142
474,29,475,13961702.0,0.0,0.0,0.0,0.0,,,on blu ray no less http://bit.ly/9lp0uj #Inception (via @GetGlue),neutral,1,477,2022-11-09T21:59:12.787641Z,2022-11-09T21:59:12.787680Z,1.217
473,28,474,112901724.0,0.0,0.0,0.0,0.0,,,About to finish up the rest of #EdgeOfDarkness then I might watch #Inception or #ATeam. Haven't decided yet,neutral,1,476,2022-11-09T21:59:10.882703Z,2022-11-09T21:59:10.882856Z,1.846
472,27,473,25194473.0,0.0,0.0,0.0,0.0,,,Inception RT @SDFriday About to finish up the rest of #EdgeOfDarkness then I might watch #Inception or #ATeam. Haven't decided yet,neutral,1,475,2022-11-09T21:59:08.468802Z,2022-11-09T21:59:08.468844Z,2.616
471,26,472,45944945.0,0.0,0.0,0.0,0.0,,,"Watching #inception, drinking Barolo & thinking about wat to eat next, I'm so rock n roll haha ",neutral,1,474,2022-11-09T21:59:05.386729Z,2022-11-09T21:59:05.386782Z,2.734
470,25,471,18815817.0,0.0,0.0,0.0,0.0,,,Do you think #Inception deserves this promotion for the #AcademyAwards? #movies #entertainment http://bit.ly/gmfs5B,neutral,1,473,2022-11-09T21:59:02.030270Z,2022-11-09T21:59:02.030308Z,3.082
469,24,470,41165877.0,0.0,0.0,0.0,0.0,,,Finally saw #Inception. Holy crap what an amazing movie!,positive,1,472,2022-11-09T21:58:58.413036Z,2022-11-09T21:58:58.413097Z,2.544
468,23,469,20030928.0,0.0,0.0,0.0,0.0,,,I find it fitting that i'm seeing one of the greatest films of the year for the first time on the last day of the year... #Inception,positive,1,471,2022-11-09T21:58:55.292881Z,2022-11-09T21:58:55.292914Z,3.437
467,22,468,40517806.0,0.0,0.0,0.0,0.0,,,Just watched #inception wot the chuff is that all about?,neutral,1,470,2022-11-09T21:58:51.399475Z,2022-11-09T21:58:51.399504Z,1.816
466,21,467,28009673.0,0.0,0.0,0.0,0.0,,,Lots of gun shots no dead bodies..my least favorite part of movies #inception,neutral,1,469,2022-11-09T21:58:49.067405Z,2022-11-09T21:58:49.067436Z,3.463
465,20,466,112901724.0,0.0,0.0,0.0,0.0,,,Time to get my mind messed with. Here beginneth #Inception,neutral,1,468,2022-11-09T21:58:45.138936Z,2022-11-09T21:58:45.138984Z,6.15
464,19,465,36107909.0,0.0,0.0,0.0,0.0,,,I feel like I'm dreaming. #inception,neutral,1,467,2022-11-09T21:58:38.599455Z,2022-11-09T21:58:38.599512Z,1.075
463,18,464,21464383.0,0.0,0.0,0.0,0.0,,,round2 for #inception !!,neutral,1,466,2022-11-09T21:58:37.017240Z,2022-11-09T21:58:37.017315Z,1.8
462,17,463,50038036.0,0.0,0.0,0.0,0.0,,,"Girl on America's Funniest Home Viedos just asked ""is this a dream?!"" I don't know, dude, is it?! #inception #BRRAAAWWWHHHMMM",neutral,1,465,2022-11-09T21:58:34.785568Z,2022-11-09T21:58:34.785608Z,61.194
461,16,462,211383443.0,0.0,0.0,0.0,0.0,,,Just watched #Inception! One of the best movies ever! =D,positive,1,464,2022-11-09T21:57:24.493014Z,2022-11-09T21:57:31.143555Z,5.779
460,15,461,19662420.0,0.0,0.0,0.0,0.0,,,Ah man #Inception was a great film - won't be spinning a top though cos don't want to know if this is reality or not HAPPY NEW YEAR TWEEPS!,neutral,1,463,2022-11-09T21:57:20.506063Z,2022-11-09T21:57:20.506105Z,9.239
459,14,460,14787758.0,0.0,0.0,0.0,1.0,,,"*shoves 2010 down a flight of Penrose stairs* #fb #inception, #happynewyear, #2011ismyyear",neutral,1,462,2022-11-09T21:57:10.700638Z,2022-11-09T21:57:10.700670Z,1.549
458,13,459,21079271.0,0.0,0.0,0.0,0.0,,,A dream in a dream in a dream in a dream. BOOM!  #inception,neutral,1,461,2022-11-09T21:57:08.680075Z,2022-11-09T21:57:08.680126Z,2.163
457,12,458,17317189.0,0.0,0.0,0.0,0.0,,,Watching with my friends over at there place. http://bit.ly/dN2RjP #Inception (via @GetGlue),neutral,1,460,2022-11-09T21:57:05.996122Z,2022-11-09T21:57:05.996152Z,3.006
456,11,457,14787758.0,0.0,0.0,0.0,0.0,,,"*shoves 2010 down a set a Penrose stairs at a convenient break* #fb, #inception, #arthurisaBAMF",neutral,1,459,2022-11-09T21:57:02.436404Z,2022-11-09T21:57:02.436468Z,1.977
455,10,456,140810839.0,0.0,0.0,0.0,0.0,,,Ima hit ShutterIsland & #Inception later :),neutral,1,458,2022-11-09T21:56:59.765037Z,2022-11-09T21:56:59.765133Z,2.363
454,9,455,117505960.0,0.0,0.0,0.0,0.0,,,Favorite Movie of 2010: Probably #EasyA but to be honest I barely saw any movies this year. Still need to catch #inception and #pirana3d,positive,1,457,2022-11-09T21:56:48.979972Z,2022-11-09T21:56:55.259343Z,6.476
453,8,454,109100189.0,0.0,0.0,0.0,0.0,,,"Well, that was quite intense. #inception",neutral,1,456,2022-11-09T21:56:44.527181Z,2022-11-09T21:56:44.527234Z,1.881
452,7,453,161139119.0,0.0,0.0,0.0,0.0,,,Was #Tron supposed to be as confusing as #inception ?,neutral,1,455,2022-11-09T21:56:42.102234Z,2022-11-09T21:56:42.102267Z,2.433
451,6,452,17820807.0,0.0,0.0,0.0,0.0,,,Finally watching #Inception,neutral,1,454,2022-11-09T21:56:39.113997Z,2022-11-09T21:56:39.114040Z,1.246
450,5,451,118909720.0,0.0,0.0,0.0,0.0,,,Ultimate #Lucid Dreaming Film: INCEPTION (Three-Disc Blu-ray/DVD Combo) $17.99!: http://amzn.to/eHTmex #Inception #DVDs #Movies,neutral,1,453,2022-11-09T21:56:37.326481Z,2022-11-09T21:56:37.326518Z,1.949
449,4,450,14619600.0,0.0,0.0,0.0,0.0,,,"""It's only when we wake up, we realize something was strange."" | Photo: http://tumblr.com/xxw164oudw #INCEPTION",neutral,1,452,2022-11-09T21:56:34.801818Z,2022-11-09T21:56:34.801847Z,2.122
448,3,449,25717220.0,0.0,0.0,0.0,0.0,1.990514990435533e+16,replied_to,"@artism25 And for me, still meh. ;o) #inception",neutral,1,451,2022-11-09T21:56:32.127464Z,2022-11-09T21:56:32.127506Z,1.533
447,2,448,14787758.0,0.0,0.0,0.0,0.0,,,Twitter game: What would your totem be in #Inception? For @JackAndAHat. #fb,neutral,1,450,2022-11-09T21:56:29.997312Z,2022-11-09T21:56:29.997359Z,2.609
446,1,447,132719662.0,0.0,0.0,0.0,0.0,,,To start my New Year I shall relive one of my favourite events of the past year: I shall watch #inception again. see ya in the morning :),neutral,1,449,2022-11-09T21:56:26.888495Z,2022-11-09T21:56:26.888537Z,3.988
445,0,446,17820807.0,0.0,0.0,0.0,0.0,,,"#Inception is like watching a movie in a dream, in a McDonalds on the moon, inside another dream, inside the Matrix, Inside the TwilightZone",neutral,1,448,2022-11-09T21:56:22.322232Z,2022-11-09T21:56:22.322270Z,2.253
444,35,445,97266914.0,0.0,0.0,0.0,0.0,,,Add #Inception To That Apartment's Movie Library of Yours (new DVD releases) http://ow.ly/3hKAU,neutral,1,447,2022-11-09T21:56:19.526703Z,2022-11-09T21:56:19.526799Z,2.29
443,34,444,98365267.0,0.0,0.0,0.0,0.0,,,#Inception Released on DVD and Blu-Ray 12/7/2010 (holiday gift ideas) http://ow.ly/3hKH3,neutral,1,446,2022-11-09T21:56:16.785724Z,2022-11-09T21:56:16.785785Z,1.542
442,33,443,156376569.0,0.0,0.0,0.0,0.0,,,"One of 2010’s Best Films, #Inception, Comes to DVD in December  http://ow.ly/3hKU3",positive,1,445,2022-11-09T21:56:14.692757Z,2022-11-09T21:56:14.692821Z,2.087
441,32,442,103127364.0,0.0,0.0,0.0,1.0,,,Inception countdown: 7 days #Inception #DVDrelease #BluRayrlease #JosephGordonLevitt,neutral,1,444,2022-11-09T21:56:12.147183Z,2022-11-09T21:56:12.147216Z,1.865
440,31,441,79187514.0,0.0,0.0,0.0,0.0,,,I must have fallen asleep and someone has me in their #inception only thing I can figure #justsayin,neutral,1,443,2022-11-09T21:56:09.737669Z,2022-11-09T21:56:09.737767Z,4.268
439,30,440,47422489.0,1.0,0.0,0.0,0.0,,,"Christopher Nolan (Somewhat) Explains #INCEPTION...!

http://j.mp/gEAVa1",neutral,1,442,2022-11-09T21:56:04.912842Z,2022-11-09T21:56:04.912947Z,1.263
438,29,439,37899445.0,0.0,0.0,0.0,0.0,9711651225870336.0,replied_to,@De_Law ok I just woke up... Is this #inception or is Man Utd losing by 3goals against the hammers?,neutral,1,441,2022-11-09T21:56:03.086180Z,2022-11-09T21:56:03.086228Z,2.57
437,28,438,81629694.0,0.0,0.0,0.0,0.0,9715598174982144.0,replied_to,@Adrizzie nt a dream.i spinned my tottem n it toppld #Inception #Betterjoke wts evnts bau?heardbt neva watchd.v measurd again.14inches it is,neutral,1,440,2022-11-09T21:55:59.877822Z,2022-11-09T21:55:59.877867Z,2.492
